Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_trials,Spreadsheet: _,Spreadsheet: ,Spreadsheet: Condition,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: Image,Spreadsheet: Item,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Correct,Spreadsheet: Wrong,Spreadsheet: Number,Spreadsheet: Blot,Spreadsheet: LeftOption,Spreadsheet: RightOption,Spreadsheet: ANSWER,Spreadsheet: Option B,Spreadsheet: Left Option,Spreadsheet: Option A,Spreadsheet: Right Option,Spreadsheet: Right,Spreadsheet: Incorrect,Manipulation: Spreadsheet,Store: correct,Store: total
5,1702988983560,19/12/2023 12:29:43,1702988983560,0,19/12/2023 12:29:43,157165,2,task-o8nf,,33780698,BLIND,9992645,,complete,,65818b2e903160d74b85a26d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1680x1050,1680x929,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,1,AttentionChecks,Attention Check 4,q3vhpo,2,response,Serpent,3350.4000000000005,4683.7,4695.400000023842,3350.4000000000005,4683.7,4695.400000023842,1,3350.4000000000005,1345.0000000238415,0,,Dropdown,Attention Check 2,3,object-105,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1702988989675,19/12/2023 12:29:49,1702988989675,0,19/12/2023 12:29:49,157165,2,task-o8nf,,33780698,BLIND,9992645,,complete,,65818b2e903160d74b85a26d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1680x1050,1680x929,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,1,AttentionChecks,Instructions,g2b1f4,3,continue,,6126.1,6116.4,6126.1,6126.1,6116.4,6126.1,1,6126.1,0,0,,Click To Continue,Continue Button,2,object-79,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1702989018496,19/12/2023 12:30:18,1702989018496,0,19/12/2023 12:30:18,157165,2,task-o8nf,,33780698,BLIND,9992645,,complete,,65818b2e903160d74b85a26d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1680x1050,1680x929,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,1,Testing01,Testing,hvzr65,1,response,08_SLUGHORN_DAIN.png,28826.50000001192,28817.399999999998,28826.50000001192,28826.50000001192,28817.399999999998,28826.50000001192,0,28826.50000001192,0,0,,Click Response,LeftOption,4,object-85,Testing01,1,_,,HDM,21,HDM_21,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,08_SLUGHORN_HOAT.png,HOAT,,,,,,DAIN,08_SLUGHORN_DAIN.png,HOAT,08_SLUGHORN_HOAT.png,DAIN,08_SLUGHORN_DAIN.png,,0,1
8,1702989027325,19/12/2023 12:30:27,1702989027325,0,19/12/2023 12:30:27,157165,2,task-o8nf,,33780698,BLIND,9992645,,complete,,65818b2e903160d74b85a26d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1680x1050,1680x929,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,2,Testing01,Testing,hvzr65,1,response,18_CEILING_HOAT.png,8842.900000023845,8833.600000000006,8842.900000023845,8842.900000023845,8833.600000000006,8842.900000023845,0,8842.900000023845,0,0,,Click Response,RightOption,3,object-86,Testing01,1,_,,HDM,24,HDM_24,18_CEILING,,ASK,.png,18_CEILING_ASK.png,18_CEILING_DAIN.png,DAIN,,,,,,DAIN,18_CEILING_DAIN.png,HOAT,18_CEILING_HOAT.png,HOAT,18_CEILING_HOAT.png,,0,2
9,1702989032425,19/12/2023 12:30:32,1702989032425,0,19/12/2023 12:30:32,157165,2,task-o8nf,,33780698,BLIND,9992645,,complete,,65818b2e903160d74b85a26d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1680x1050,1680x929,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,3,Testing01,Testing,hvzr65,1,response,04_HUFFLEPUFF_MELK.png,5109.10000003576,5100.399999999994,5109.10000003576,5109.10000003576,5100.399999999994,5109.10000003576,1,5109.10000003576,0,0,,Click Response,LeftOption,4,object-85,Testing01,1,_,,HDM,20,HDM_20,04_HUFFLEPUFF,,ASK,.png,04_HUFFLEPUFF_ASK.png,04_HUFFLEPUFF_MELK.png,MELK,,,,,,MELK,04_HUFFLEPUFF_MELK.png,DAIN,04_HUFFLEPUFF_DAIN.png,DAIN,04_HUFFLEPUFF_DAIN.png,,1,3
10,1702989036109,19/12/2023 12:30:36,1702989036109,0,19/12/2023 12:30:36,157165,2,task-o8nf,,33780698,BLIND,9992645,,complete,,65818b2e903160d74b85a26d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1680x1050,1680x929,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,4,Testing01,Testing,hvzr65,1,response,01_LOCKET_MELK.png,3692.100000011924,3683.2000000000044,3692.100000011924,3692.100000011924,3683.2000000000044,3692.100000011924,1,3692.100000011924,0,0,,Click Response,RightOption,3,object-86,Testing01,1,_,,HDM,19,HDM_19,01_LOCKET,,ASK,.png,01_LOCKET_ASK.png,01_LOCKET_MELK.png,MELK,,,,,,HOAT,01_LOCKET_HOAT.png,MELK,01_LOCKET_MELK.png,HOAT,01_LOCKET_HOAT.png,,2,4
11,1702989039575,19/12/2023 12:30:39,1702989039575,0,19/12/2023 12:30:39,157165,2,task-o8nf,,33780698,BLIND,9992645,,complete,,65818b2e903160d74b85a26d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1680x1050,1680x929,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,5,Testing01,Testing,hvzr65,1,response,14_TOPMARK_HOAT.png,3475.7000000238404,3466.4999999999927,3475.7000000238404,3475.7000000238404,3466.4999999999927,3475.7000000238404,1,3475.7000000238404,0,0,,Click Response,LeftOption,4,object-85,Testing01,1,_,,HDM,23,HDM_23,14_TOPMARK,,ASK,.png,14_TOPMARK_ASK.png,14_TOPMARK_HOAT.png,HOAT,,,,,,HOAT,14_TOPMARK_HOAT.png,MELK,14_TOPMARK_MELK.png,MELK,14_TOPMARK_MELK.png,,3,5
12,1702989052410,19/12/2023 12:30:52,1702989052410,0,19/12/2023 12:30:52,157165,2,task-o8nf,,33780698,BLIND,9992645,,complete,,65818b2e903160d74b85a26d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1680x1050,1680x929,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,6,Testing01,Testing,hvzr65,1,response,12_TOAD_DAIN.png,12844.400000011927,12834.100000000006,12844.400000011927,12844.400000011927,12834.100000000006,12844.400000011927,1,12844.400000011927,0,0,,Click Response,RightOption,3,object-86,Testing01,1,_,,HDM,22,HDM_22,12_TOAD,,ASK,.png,12_TOAD_ASK.png,12_TOAD_DAIN.png,DAIN,,,,,,MELK,12_TOAD_MELK.png,DAIN,12_TOAD_DAIN.png,MELK,12_TOAD_MELK.png,,4,6
13,1702989057725,19/12/2023 12:30:57,1702989057725,0,19/12/2023 12:30:57,157165,2,task-o8nf,,33780698,BLIND,9992645,,complete,,65818b2e903160d74b85a26d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1680x1050,1680x929,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,7,Testing01,Testing,hvzr65,1,response,15_BATBOGEYHEX_DAIN.png,5325.400000035763,5316.399999999994,5325.400000035763,5325.400000035763,5316.399999999994,5325.400000035763,1,5325.400000035763,0,0,,Click Response,LeftOption,4,object-85,Testing01,2,_,,HDM,29,HDM_29,15_BATBOGEYHEX,,ASK,.png,15_BATBOGEYHEX_ASK.png,15_BATBOGEYHEX_DAIN.png,DAIN,,,,,,DAIN,15_BATBOGEYHEX_DAIN.png,HOAT,15_BATBOGEYHEX_HOAT.png,HOAT,15_BATBOGEYHEX_HOAT.png,,5,7
14,1702989059507,19/12/2023 12:30:59,1702989059507,0,19/12/2023 12:30:59,157165,2,task-o8nf,,33780698,BLIND,9992645,,complete,,65818b2e903160d74b85a26d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1680x1050,1680x929,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,8,Testing01,Testing,hvzr65,1,response,10_TROLL_MELK.png,1791.2000000238477,1783.4000000000087,1791.2000000238477,1791.2000000238477,1783.4000000000087,1791.2000000238477,1,1791.2000000238477,0,0,,Click Response,RightOption,3,object-86,Testing01,2,_,,HDM,28,HDM_28,10_TROLL,,ASK,.png,10_TROLL_ASK.png,10_TROLL_MELK.png,MELK,,,,,,HOAT,10_TROLL_HOAT.png,MELK,10_TROLL_MELK.png,HOAT,10_TROLL_HOAT.png,,6,8
