Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: Condition,Spreadsheet: _,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Pronoun,Spreadsheet: Aux,Spreadsheet: Port,Spreadsheet: Starboard,Spreadsheet: Blot,Spreadsheet: Correct,Spreadsheet: Incorrect,Spreadsheet: ,Spreadsheet: Y,Spreadsheet: N,Spreadsheet: L,Spreadsheet: R,Manipulation: Spreadsheet,Store: correct,Store: total
44,1702997365708,19/12/2023 14:49:25,1702997365708,0,19/12/2023 14:49:25,157165,2,task-98zo,,33783812,BLIND,9993716,,complete,,6581a993de6df8b090eefe32,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,2560x1307,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,42,Testing02,Testing,hvzr65,1,response,21_TEACHHOG_BLOT_WAN.png,1527.5400000000081,1521.6800000000221,1527.5400000000081,1527.5400000000081,1521.6800000000221,1527.5400000000081,0,1527.5400000000081,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,68,1e-2_68,11,Testing02,21_TEACHHOG,ASK,.png,21_TEACHHOG_ASK.png,BLOT,WAN,21_TEACHHOG_BLOT_WAN.png,21_TEACHHOG_BLOT_WIM.png,BLOT,21_TEACHHOG_BLOT_WIM.png,21_TEACHHOG_BLOT_WAN.png,,,,WAN,WIM,,34,60
45,1702997367702,19/12/2023 14:49:27,1702997367702,0,19/12/2023 14:49:27,157165,2,task-98zo,,33783812,BLIND,9993716,,complete,,6581a993de6df8b090eefe32,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,2560x1307,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,43,Testing02,Testing,hvzr65,1,response,41_PIXIE_BLOT_WAN.png,2000.859999999986,1994.2599999999802,2000.859999999986,2000.859999999986,1994.2599999999802,2000.859999999986,1,2000.859999999986,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,67,1e-2_67,11,Testing02,41_PIXIE,ASK,.png,41_PIXIE_ASK.png,BLOT,WAN,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WUNG.png,BLOT,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WUNG.png,,,,WAN,WUNG,,35,61
46,1702997370663,19/12/2023 14:49:30,1702997370663,0,19/12/2023 14:49:30,157165,2,task-98zo,,33783812,BLIND,9993716,,complete,,6581a993de6df8b090eefe32,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,2560x1307,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,44,Testing02,Testing,hvzr65,1,response,05_AUROR_BLOT_WIM.png,2966.600000000006,2960.2600000000093,2966.600000000006,2966.600000000006,2960.2600000000093,2966.600000000006,0,2966.600000000006,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,66,1e-2_66,11,Testing02,05_AUROR,ASK,.png,05_AUROR_ASK.png,BLOT,WIM,05_AUROR_BLOT_WIM.png,05_AUROR_BLOT_WUNG.png,BLOT,05_AUROR_BLOT_WUNG.png,05_AUROR_BLOT_WIM.png,,,,WIM,WUNG,,35,62
47,1702997373294,19/12/2023 14:49:33,1702997373294,0,19/12/2023 14:49:33,157165,2,task-98zo,,33783812,BLIND,9993716,,complete,,6581a993de6df8b090eefe32,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,2560x1307,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,45,Testing02,Testing,hvzr65,1,response,39_STOPHAGRID_BLOT_WAN.png,2637.3399999999965,2633.320000000007,2637.3399999999965,2637.3399999999965,2633.320000000007,2637.3399999999965,1,2637.3399999999965,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,69,1e-2_69,12,Testing02,39_STOPHAGRID,ASK,.png,39_STOPHAGRID_ASK.png,BLOT,WAN,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WUNG.png,BLOT,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WUNG.png,,,,WAN,WUNG,,36,63
48,1702997375602,19/12/2023 14:49:35,1702997375602,0,19/12/2023 14:49:35,157165,2,task-98zo,,33783812,BLIND,9993716,,complete,,6581a993de6df8b090eefe32,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,2560x1307,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,46,Testing02,Testing,hvzr65,1,response,20_PULLSWORD_BLOT_WIM.png,2312.0199999999895,2306.9400000000023,2312.0199999999895,2312.0199999999895,2306.9400000000023,2312.0199999999895,0,2312.0199999999895,0,0,,Click Response,RightOption,3,object-86,1e-2,_,71,1e-2_71,12,Testing02,20_PULLSWORD,ASK,.png,20_PULLSWORD_ASK.png,BLOT,WAN,20_PULLSWORD_BLOT_WAN.png,20_PULLSWORD_BLOT_WIM.png,BLOT,20_PULLSWORD_BLOT_WAN.png,20_PULLSWORD_BLOT_WIM.png,,,,WAN,WIM,,36,64
49,1702997378032,19/12/2023 14:49:38,1702997378032,0,19/12/2023 14:49:38,157165,2,task-98zo,,33783812,BLIND,9993716,,complete,,6581a993de6df8b090eefe32,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,2560x1307,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,47,Testing02,Testing,hvzr65,1,response,26_ERISED_BLOT_WAN.png,2436.079999999987,2432,2436.079999999987,2436.079999999987,2432,2436.079999999987,0,2436.079999999987,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,70,1e-2_70,12,Testing02,26_ERISED,ASK,.png,26_ERISED_ASK.png,BLOT,WAN,26_ERISED_BLOT_WAN.png,26_ERISED_BLOT_WUNG.png,BLOT,26_ERISED_BLOT_WUNG.png,26_ERISED_BLOT_WAN.png,,,,WAN,WUNG,,36,65
50,1702997379933,19/12/2023 14:49:39,1702997379933,0,19/12/2023 14:49:39,157165,2,task-98zo,,33783812,BLIND,9993716,,complete,,6581a993de6df8b090eefe32,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,2560x1307,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,48,Testing02,Testing,hvzr65,1,response,07_AZKABAN_BLOT_WUNG.png,1903.9199999999837,1896.9599999999919,1903.9199999999837,1903.9199999999837,1896.9599999999919,1903.9199999999837,0,1903.9199999999837,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,72,1e-2_72,12,Testing02,07_AZKABAN,ASK,.png,07_AZKABAN_ASK.png,BLOT,WUNG,07_AZKABAN_BLOT_WUNG.png,07_AZKABAN_BLOT_WIM.png,BLOT,07_AZKABAN_BLOT_WIM.png,07_AZKABAN_BLOT_WUNG.png,,,,WUNG,WIM,,36,66
51,1702997379933,19/12/2023 14:49:39,1702997379933,0,19/12/2023 14:49:39,157165,2,task-98zo,,33783812,BLIND,9993716,,complete,,6581a993de6df8b090eefe32,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,2560x1307,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1702997647254,19/12/2023 14:54:07,1702997647254,0,19/12/2023 14:54:07,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1702997650410,19/12/2023 14:54:10,1702997650410,0,19/12/2023 14:54:10,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1,AttentionChecks,Instructions,g2b1f4,1,continue,,3174.0000000953673,3157.9999999999995,3174.0000000953673,3174.0000000953673,3157.9999999999995,3174.0000000953673,1,3174.0000000953673,0,0,,Click To Continue,Continue Button,2,object-79,,,,,,AttentionChecks,,,,,,,,,,,,,,,,,,13,18
3,1702997666987,19/12/2023 14:54:26,1702997666987,0,19/12/2023 14:54:26,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1,Testing02,Testing,hvzr65,1,response,04_WHEEZES_BLOT_WAN.png,16592.20000014305,16587.9,16592.20000014305,16592.20000014305,16587.9,16592.20000014305,1,16592.20000014305,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,25,1e-2_25,1,Testing02,04_WHEEZES,ASK,.png,04_WHEEZES_ASK.png,BLOT,WAN,04_WHEEZES_BLOT_WAN.png,04_WHEEZES_BLOT_WUNG.png,BLOT,04_WHEEZES_BLOT_WAN.png,04_WHEEZES_BLOT_WUNG.png,,WAN,WUNG,WAN,WUNG,,14,19
4,1702997674394,19/12/2023 14:54:34,1702997674394,0,19/12/2023 14:54:34,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,2,Testing02,Testing,hvzr65,1,response,35_PROPHET_BLOT_WIM.png,7411.200000000001,7400.200000000001,7411.200000000001,7411.200000000001,7400.200000000001,7411.200000000001,1,7411.200000000001,0,0,,Click Response,RightOption,3,object-86,1e-2,_,28,1e-2_28,1,Testing02,35_PROPHET,ASK,.png,35_PROPHET_ASK.png,BLOT,WUNG,35_PROPHET_BLOT_WUNG.png,35_PROPHET_BLOT_WIM.png,BLOT,35_PROPHET_BLOT_WIM.png,35_PROPHET_BLOT_WUNG.png,,WIM,WUNG,WUNG,WIM,,15,20
5,1702997679577,19/12/2023 14:54:39,1702997679577,0,19/12/2023 14:54:39,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,3,Testing02,Testing,hvzr65,1,response,40_BURYSNAPE_BLOT_WUNG.png,5194,5178.5,5194,5194,5178.5,5194,1,5194,0,0,,Click Response,RightOption,3,object-86,1e-2,_,26,1e-2_26,1,Testing02,40_BURYSNAPE,ASK,.png,40_BURYSNAPE_ASK.png,BLOT,WAN,40_BURYSNAPE_BLOT_WAN.png,40_BURYSNAPE_BLOT_WUNG.png,BLOT,40_BURYSNAPE_BLOT_WUNG.png,40_BURYSNAPE_BLOT_WAN.png,,WUNG,WAN,WAN,WUNG,,16,21
6,1702997694779,19/12/2023 14:54:54,1702997694779,0,19/12/2023 14:54:54,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,4,Testing02,Testing,hvzr65,1,response,13_QUIBBLER_BLOT_WAN.png,15218.100000000006,15201.400000000001,15218.100000000006,15218.100000000006,15201.400000000001,15218.100000000006,1,15218.100000000006,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,27,1e-2_27,1,Testing02,13_QUIBBLER,ASK,.png,13_QUIBBLER_ASK.png,BLOT,WAN,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WIM.png,BLOT,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WIM.png,,WAN,WIM,WAN,WIM,,17,22
7,1702997698583,19/12/2023 14:54:58,1702997698583,0,19/12/2023 14:54:58,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,5,Testing02,Testing,hvzr65,1,response,18_LIVEGODRIC_BLOT_WAN.png,3821.0999999999985,3808.5999999999985,3821.0999999999985,3821.0999999999985,3808.5999999999985,3821.0999999999985,1,3821.0999999999985,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,29,1e-2_29,2,Testing02,18_LIVEGODRIC,ASK,.png,18_LIVEGODRIC_ASK.png,BLOT,WAN,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WIM.png,BLOT,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WIM.png,,WAN,WIM,WAN,WIM,,18,23
8,1702997706812,19/12/2023 14:55:06,1702997706812,0,19/12/2023 14:55:06,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,6,Testing02,Testing,hvzr65,1,response,34_FANLETTERS_BLOT_WUNG.png,8239.900000095367,8235.400000000001,8239.900000095367,8239.900000095367,8235.400000000001,8239.900000095367,0,8239.900000095367,0,0,,Click Response,RightOption,3,object-86,1e-2,_,31,1e-2_31,2,Testing02,34_FANLETTERS,ASK,.png,34_FANLETTERS_ASK.png,BLOT,WAN,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WUNG.png,BLOT,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WUNG.png,,WAN,WUNG,WAN,WUNG,,18,24
9,1702997710719,19/12/2023 14:55:10,1702997710719,0,19/12/2023 14:55:10,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,7,Testing02,Testing,hvzr65,1,response,28_GALLEONS_BLOT_WIM.png,3913.000000095366,3908.9000000000015,3913.000000095366,3913.000000095366,3908.9000000000015,3913.000000095366,1,3913.000000095366,0,0,,Click Response,RightOption,3,object-86,1e-2,_,32,1e-2_32,2,Testing02,28_GALLEONS,ASK,.png,28_GALLEONS_ASK.png,BLOT,WAN,28_GALLEONS_BLOT_WAN.png,28_GALLEONS_BLOT_WIM.png,BLOT,28_GALLEONS_BLOT_WIM.png,28_GALLEONS_BLOT_WAN.png,,WIM,WAN,WAN,WIM,,19,25
10,1702997718794,19/12/2023 14:55:18,1702997718794,0,19/12/2023 14:55:18,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,8,Testing02,Testing,hvzr65,1,response,12_SKEETER_BLOT_WUNG.png,8079.1000000953645,8068.5,8079.1000000953645,8079.1000000953645,8068.5,8079.1000000953645,1,8079.1000000953645,0,0,,Click Response,RightOption,3,object-86,1e-2,_,30,1e-2_30,2,Testing02,12_SKEETER,ASK,.png,12_SKEETER_ASK.png,BLOT,WIM,12_SKEETER_BLOT_WIM.png,12_SKEETER_BLOT_WUNG.png,BLOT,12_SKEETER_BLOT_WUNG.png,12_SKEETER_BLOT_WIM.png,,WUNG,WIM,WIM,WUNG,,20,26
11,1702997731298,19/12/2023 14:55:31,1702997731298,0,19/12/2023 14:55:31,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,9,Testing02,Testing,hvzr65,1,response,14_MUNGOS_BLOT_WIM.png,12514.90000004768,12511.699999999997,12514.90000004768,12514.90000004768,12511.699999999997,12514.90000004768,1,12514.90000004768,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,36,1e-2_36,3,Testing02,14_MUNGOS,ASK,.png,14_MUNGOS_ASK.png,BLOT,WIM,14_MUNGOS_BLOT_WIM.png,14_MUNGOS_BLOT_WUNG.png,BLOT,14_MUNGOS_BLOT_WIM.png,14_MUNGOS_BLOT_WUNG.png,,WUNG,WIM,WIM,WUNG,,21,27
12,1702997738937,19/12/2023 14:55:38,1702997738937,0,19/12/2023 14:55:38,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,10,Testing02,Testing,hvzr65,1,response,19_BURYVOLDY_BLOT_WAN.png,7641.900000095367,7634.300000000003,7641.900000095367,7641.900000095367,7634.300000000003,7641.900000095367,0,7641.900000095367,0,0,,Click Response,RightOption,3,object-86,1e-2,_,34,1e-2_34,3,Testing02,19_BURYVOLDY,ASK,.png,19_BURYVOLDY_ASK.png,BLOT,WUNG,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WAN.png,BLOT,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WAN.png,,,,WUNG,WAN,,21,28
13,1702997742248,19/12/2023 14:55:42,1702997742248,0,19/12/2023 14:55:42,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,11,Testing02,Testing,hvzr65,1,response,32_QWC_BLOT_WAN.png,3318.4999999523134,3307.5,3318.4999999523134,3318.4999999523134,3307.5,3318.4999999523134,1,3318.4999999523134,0,0,,Click Response,RightOption,3,object-86,1e-2,_,33,1e-2_33,3,Testing02,32_QWC,ASK,.png,32_QWC_ASK.png,BLOT,WUNG,32_QWC_BLOT_WUNG.png,32_QWC_BLOT_WAN.png,BLOT,32_QWC_BLOT_WAN.png,32_QWC_BLOT_WUNG.png,,,,WUNG,WAN,,22,29
14,1702997746537,19/12/2023 14:55:46,1702997746537,0,19/12/2023 14:55:46,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,12,Testing02,Testing,hvzr65,1,response,27_BESTSELLER_BLOT_WIM.png,4300.499999952313,4293.099999999991,4300.499999952313,4300.499999952313,4293.099999999991,4300.499999952313,0,4300.499999952313,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,35,1e-2_35,3,Testing02,27_BESTSELLER,ASK,.png,27_BESTSELLER_ASK.png,BLOT,WIM,27_BESTSELLER_BLOT_WIM.png,27_BESTSELLER_BLOT_WAN.png,BLOT,27_BESTSELLER_BLOT_WAN.png,27_BESTSELLER_BLOT_WIM.png,,WAN,WIM,WIM,WAN,,22,30
15,1702997752737,19/12/2023 14:55:52,1702997752737,0,19/12/2023 14:55:52,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,13,Testing02,Testing,hvzr65,1,response,11_RONWAND_BLOT_WIM.png,6208.399999952322,6197.400000000009,6208.399999952322,6208.399999952322,6197.400000000009,6208.399999952322,0,6208.399999952322,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,37,1e-2_37,4,Testing02,11_RONWAND,ASK,.png,11_RONWAND_ASK.png,BLOT,WIM,11_RONWAND_BLOT_WIM.png,11_RONWAND_BLOT_WAN.png,BLOT,11_RONWAND_BLOT_WAN.png,11_RONWAND_BLOT_WIM.png,,WAN,WUNG,WIM,WAN,,22,31
16,1702997758424,19/12/2023 14:55:58,1702997758424,0,19/12/2023 14:55:58,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,14,Testing02,Testing,hvzr65,1,response,33_ROR_BLOT_WUNG.png,5698.1000000953645,5696.199999999997,5698.1000000953645,5698.1000000953645,5696.199999999997,5698.1000000953645,1,5698.1000000953645,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,38,1e-2_38,4,Testing02,33_ROR,ASK,.png,33_ROR_ASK.png,BLOT,WUNG,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WIM.png,BLOT,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WIM.png,,WIM,WAN,WUNG,WIM,,23,32
17,1702997785985,19/12/2023 14:56:25,1702997785985,0,19/12/2023 14:56:25,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,15,Testing02,Testing,hvzr65,1,response,06_MOM_BLOT_WUNG.png,27562.70000000001,27546.20000000001,27562.70000000001,27562.70000000001,27546.20000000001,27562.70000000001,0,27562.70000000001,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,39,1e-2_39,4,Testing02,06_MOM,ASK,.png,06_MOM_ASK.png,BLOT,WUNG,06_MOM_BLOT_WUNG.png,06_MOM_BLOT_WAN.png,BLOT,06_MOM_BLOT_WAN.png,06_MOM_BLOT_WUNG.png,,WAN,WUNG,WUNG,WAN,,23,33
18,1702997789288,19/12/2023 14:56:29,1702997789288,0,19/12/2023 14:56:29,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,16,Testing02,Testing,hvzr65,1,response,42_ENGLAND_BLOT_WAN.png,3319.7999999999884,3307.5999999999767,3319.7999999999884,3319.7999999999884,3307.5999999999767,3319.7999999999884,0,3319.7999999999884,0,0,,Click Response,RightOption,3,object-86,1e-2,_,40,1e-2_40,4,Testing02,42_ENGLAND,ASK,.png,42_ENGLAND_ASK.png,BLOT,WIM,42_ENGLAND_BLOT_WIM.png,42_ENGLAND_BLOT_WAN.png,BLOT,42_ENGLAND_BLOT_WIM.png,42_ENGLAND_BLOT_WAN.png,,WUNG,WAN,WIM,WAN,,23,34
19,1702997793934,19/12/2023 14:56:33,1702997793934,0,19/12/2023 14:56:33,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,17,Testing02,Testing,hvzr65,1,response,05_AUROR_BLOT_WUNG.png,4657.999999952328,4644,4657.999999952328,4657.999999952328,4644,4657.999999952328,1,4657.999999952328,0,0,,Click Response,RightOption,3,object-86,1e-2,_,42,1e-2_42,5,Testing02,05_AUROR,ASK,.png,05_AUROR_ASK.png,BLOT,WAN,05_AUROR_BLOT_WAN.png,05_AUROR_BLOT_WUNG.png,BLOT,05_AUROR_BLOT_WUNG.png,05_AUROR_BLOT_WAN.png,,WIM,WUNG,WAN,WUNG,,24,35
20,1702997797137,19/12/2023 14:56:37,1702997797137,0,19/12/2023 14:56:37,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,18,Testing02,Testing,hvzr65,1,response,21_TEACHHOG_BLOT_WIM.png,3216.600000095379,3207.4000000000233,3216.600000095379,3216.600000095379,3207.4000000000233,3216.600000095379,1,3216.600000095379,0,0,,Click Response,RightOption,3,object-86,1e-2,_,44,1e-2_44,5,Testing02,21_TEACHHOG,ASK,.png,21_TEACHHOG_ASK.png,BLOT,WUNG,21_TEACHHOG_BLOT_WUNG.png,21_TEACHHOG_BLOT_WIM.png,BLOT,21_TEACHHOG_BLOT_WIM.png,21_TEACHHOG_BLOT_WUNG.png,,,,WUNG,WIM,,25,36
21,1702997803968,19/12/2023 14:56:43,1702997803968,0,19/12/2023 14:56:43,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,19,Testing02,Testing,hvzr65,1,response,25_PROSECUTE_BLOT_WUNG.png,6840.4000001430395,6832.1999999999825,6840.4000001430395,6840.4000001430395,6832.1999999999825,6840.4000001430395,0,6840.4000001430395,0,0,,Click Response,RightOption,3,object-86,1e-2,_,41,1e-2_41,5,Testing02,25_PROSECUTE,ASK,.png,25_PROSECUTE_ASK.png,BLOT,WAN,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WUNG.png,BLOT,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WUNG.png,,WAN,WIM,WAN,WUNG,,25,37
22,1702997816680,19/12/2023 14:56:56,1702997816680,0,19/12/2023 14:56:56,157165,2,task-98zo,,33783940,BLIND,9993699,,complete,,6581a907f0cca403ac8568ea,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1912x932,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,20,Testing02,Testing,hvzr65,1,response,41_PIXIE_BLOT_WIM.png,12721.000000095373,12712.300000000017,12721.000000095373,12721.000000095373,12712.300000000017,12721.000000095373,0,12721.000000095373,0,0,,Click Response,RightOption,3,object-86,1e-2,_,43,1e-2_43,5,Testing02,41_PIXIE,ASK,.png,41_PIXIE_ASK.png,BLOT,WAN,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WIM.png,BLOT,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WIM.png,,,,WAN,WIM,,25,38
